"","measurement_ID_A","measurement_ID_P","mean_A","mean_P","sd_A","sd_P","n_A","n_P","life_stage_A","life_stage_P","sample_type_A","sample_type_P","sampling_location_A","sampling_location_P","limit_type_A","limit_type_P","LOD_A","LOD_P","LOQ_A","LOQ_P","sampling_year_A","sampling_year_P","sampling_month_A","sampling_month_P","developmental_stage_A","developmental_stage_P","breeding_stage","laying_order","nest","body_weight_mean","body_weight_sd","egg_weight_mean","egg_weight_sd","data_pooled","es_ID","study_ID","species_ID","pfas_ID","study_title","author_year","year_publication","article_digital_object_identifier","journal","coi_statement","funding_statement","raw_data","analysis_code","species_common_name","species_scientific_name","taxonomic_order","seabird","main_food_type","diet","clutch_size","pfas_type_acronym","pfas_type_full_name","carbon_chain_length","functional_group","molecular_weight","Phylogeny","b_CV2_1","b_CV2_2","N_tilde","ess.se","lnRR","var_lnRR"
"1","m_001","m_002",27.29,75.08,14.22,30.87,17,34,"adult","egg","blood","whole egg","Punta de la Banya, Ebro Delta Natural Park, Catalonia, Spain","Punta de la Banya, Ebro Delta Natural Park, Catalonia, Spain",NA,NA,NA,NA,NA,NA,"2009","2009","March","March",NA,NA,"post-laying",1,"Yes",882,43,89.9,7.8,"No","es_1","S_001","se_001","pfas_001","Accumulation and maternal transfer of perfluorooctane sulphonic acid in yellow-legged (Larus michahellis) and Audouin's gull (Larus audouinii) from the Ebro Delta Natural Park","Bertolero_2015",2015,"10.1016/j.envres.2014.12.018","Environmental research","No","No","No","No","Yellow-legged gull","Larus michahellis","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOS","Perfluorooctane sulfonate / Perfluorooctane sulfonic acid",8,"Sulfonate / sulfonic acid",500.1,"Larus_michahellis",0.423367986900876,0.24034625256055,11.3333333333333,3.36650164612069,1.00311638109746,0.0319730066577148
"2","m_003","m_004",25.17,87.93,12.65,23.13,12,36,"adult","egg","blood","whole egg","Punta de la Banya, Ebro Delta Natural Park, Catalonia, Spain","Punta de la Banya, Ebro Delta Natural Park, Catalonia, Spain",NA,NA,NA,NA,NA,NA,"2009","2009","May","May",NA,NA,"post-laying",1,"Yes",530,39,67.2,3.8,"No","es_2","S_001","se_002","pfas_001","Accumulation and maternal transfer of perfluorooctane sulphonic acid in yellow-legged (Larus michahellis) and Audouin's gull (Larus audouinii) from the Ebro Delta Natural Park","Bertolero_2015",2015,"10.1016/j.envres.2014.12.018","Environmental research","No","No","No","No","Audouin's gull","Larus audouinii","Charadriiformes","Yes","Fish","Piscivorous",3,"PFOS","Perfluorooctane sulfonate / Perfluorooctane sulfonic acid",8,"Sulfonate / sulfonic acid",500.1,"Ichthyaetus_audouinii",0.423367986900876,0.24034625256055,9,3,1.23658604385282,0.0419569503684216
"3","m_006","m_066",83.98,249.744,0.721248917,4.255045006,8,17,"adult","egg","liver","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_3","S_002","se_003","pfas_001","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOS","Perfluorooctane sulfonate / Perfluorooctane sulfonic acid",8,"Sulfonate / sulfonic acid",500.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,1.07046622620696,0.0670590132191125
"4","m_021","m_066",4.42,249.744,0.240416306,4.255045006,8,17,"adult","egg","brain","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_4","S_002","se_003","pfas_001","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOS","Perfluorooctane sulfonate / Perfluorooctane sulfonic acid",8,"Sulfonate / sulfonic acid",500.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,4.0149052053734,0.0670590132191125
"5","m_036","m_066",9.1356,249.744,0.104086118,4.255045006,8,17,"adult","egg","muscle","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_5","S_002","se_003","pfas_001","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOS","Perfluorooctane sulfonate / Perfluorooctane sulfonic acid",8,"Sulfonate / sulfonic acid",500.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,3.28886603234497,0.0670590132191125
"6","m_051","m_066",170.829,249.744,0.483661038,4.255045006,8,17,"adult","egg","adipose","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_6","S_002","se_003","pfas_001","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOS","Perfluorooctane sulfonate / Perfluorooctane sulfonic acid",8,"Sulfonate / sulfonic acid",500.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,0.360381845293928,0.0670590132191125
"7","m_096","m_066",26.593,249.744,2.542755985,4.255045006,8,17,"adult","egg","plasma","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_7","S_002","se_003","pfas_001","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOS","Perfluorooctane sulfonate / Perfluorooctane sulfonic acid",8,"Sulfonate / sulfonic acid",500.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,2.2203968782022,0.0670590132191125
"8","m_111","m_066",6.1318,249.744,0.175362482,4.255045006,8,17,"adult","egg","RBC","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_8","S_002","se_003","pfas_001","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOS","Perfluorooctane sulfonate / Perfluorooctane sulfonic acid",8,"Sulfonate / sulfonic acid",500.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,3.68755655677138,0.0670590132191125
"9","m_006","m_081",83.98,0.070710678,0.721248917,NA,8,17,"adult","egg","liver","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.1,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_9","S_002","se_003","pfas_001","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOS","Perfluorooctane sulfonate / Perfluorooctane sulfonic acid",8,"Sulfonate / sulfonic acid",500.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-7.09912885196115,0.0670590132191125
"10","m_021","m_081",4.42,0.070710678,0.240416306,NA,8,17,"adult","egg","brain","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.1,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_10","S_002","se_003","pfas_001","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOS","Perfluorooctane sulfonate / Perfluorooctane sulfonic acid",8,"Sulfonate / sulfonic acid",500.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-4.15468987279471,0.0670590132191125
"11","m_036","m_081",9.1356,0.070710678,0.104086118,NA,8,17,"adult","egg","muscle","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.1,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_11","S_002","se_003","pfas_001","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOS","Perfluorooctane sulfonate / Perfluorooctane sulfonic acid",8,"Sulfonate / sulfonic acid",500.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-4.88072904582313,0.0670590132191125
"12","m_051","m_081",170.829,0.070710678,0.483661038,NA,8,17,"adult","egg","adipose","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.1,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_12","S_002","se_003","pfas_001","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOS","Perfluorooctane sulfonate / Perfluorooctane sulfonic acid",8,"Sulfonate / sulfonic acid",500.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-7.80921323287418,0.0670590132191125
"13","m_096","m_081",26.593,0.070710678,2.542755985,NA,8,17,"adult","egg","plasma","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.1,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_13","S_002","se_003","pfas_001","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOS","Perfluorooctane sulfonate / Perfluorooctane sulfonic acid",8,"Sulfonate / sulfonic acid",500.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-5.94919819996591,0.0670590132191125
"14","m_111","m_081",6.1318,0.070710678,0.175362482,NA,8,17,"adult","egg","RBC","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.1,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_14","S_002","se_003","pfas_001","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOS","Perfluorooctane sulfonate / Perfluorooctane sulfonic acid",8,"Sulfonate / sulfonic acid",500.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-4.48203852139672,0.0670590132191125
"15","m_011","m_071",0.7384,1.848,0.661851947,0.72566659,8,17,"adult","egg","liver","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_15","S_002","se_003","pfas_002","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOA","Perfluorooctanoate / Perfluorooctanoic acid",8,"Carboxylate / carboxylic acid",414.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,0.897982077259934,0.0670590132191125
"16","m_026","m_071",0.05067767,1.848,0.010683538,0.72566659,8,17,"adult","egg","brain","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,0.05,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_16","S_002","se_003","pfas_002","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOA","Perfluorooctanoate / Perfluorooctanoic acid",8,"Carboxylate / carboxylic acid",414.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,3.576982380796,0.0670590132191125
"17","m_041","m_071",0.11767767,1.848,0.057399477,0.72566659,8,17,"adult","egg","muscle","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,0.05,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_17","S_002","se_003","pfas_002","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOA","Perfluorooctanoate / Perfluorooctanoic acid",8,"Carboxylate / carboxylic acid",414.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,2.73451848380756,0.0670590132191125
"18","m_056","m_071",0.035355339,1.848,NA,0.72566659,8,17,"adult","egg","adipose","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","LOQ",NA,NA,NA,0.05,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_18","S_002","se_003","pfas_002","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOA","Perfluorooctanoate / Perfluorooctanoic acid",8,"Carboxylate / carboxylic acid",414.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,3.93701834697843,0.0670590132191125
"19","m_101","m_071",1.9448,1.848,0.846265396,0.72566659,8,17,"adult","egg","plasma","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_19","S_002","se_003","pfas_002","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOA","Perfluorooctanoate / Perfluorooctanoic acid",8,"Carboxylate / carboxylic acid",414.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-0.0704466625533375,0.0670590132191125
"20","m_116","m_071",0.35,1.848,0.148492424,0.72566659,8,17,"adult","egg","RBC","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_20","S_002","se_003","pfas_002","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOA","Perfluorooctanoate / Perfluorooctanoic acid",8,"Carboxylate / carboxylic acid",414.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,1.64453460596512,0.0670590132191125
"21","m_011","m_086",0.7384,0.035355339,0.661851947,NA,8,17,"adult","egg","liver","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_21","S_002","se_003","pfas_002","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOA","Perfluorooctanoate / Perfluorooctanoic acid",8,"Carboxylate / carboxylic acid",414.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-3.05842776147155,0.0670590132191125
"22","m_026","m_086",0.05067767,0.035355339,0.010683538,NA,8,17,"adult","egg","brain","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,0.05,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_22","S_002","se_003","pfas_002","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOA","Perfluorooctanoate / Perfluorooctanoic acid",8,"Carboxylate / carboxylic acid",414.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-0.37942745793549,0.0670590132191125
"23","m_041","m_086",0.11767767,0.035355339,0.057399477,NA,8,17,"adult","egg","muscle","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,0.05,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_23","S_002","se_003","pfas_002","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOA","Perfluorooctanoate / Perfluorooctanoic acid",8,"Carboxylate / carboxylic acid",414.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-1.22189135492393,0.0670590132191125
"24","m_101","m_086",1.9448,0.035355339,0.846265396,NA,8,17,"adult","egg","plasma","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_25","S_002","se_003","pfas_002","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOA","Perfluorooctanoate / Perfluorooctanoic acid",8,"Carboxylate / carboxylic acid",414.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-4.02685650128482,0.0670590132191125
"25","m_116","m_086",0.35,0.035355339,0.148492424,NA,8,17,"adult","egg","RBC","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_26","S_002","se_003","pfas_002","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFOA","Perfluorooctanoate / Perfluorooctanoic acid",8,"Carboxylate / carboxylic acid",414.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-2.31187523276637,0.0670590132191125
"26","m_005","m_065",0.68,2.064,0.721248917,2.127522503,8,17,"adult","egg","liver","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_27","S_002","se_003","pfas_004","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFHxS","Perfluorohexane sulfonate / Perfluorohexane sulfonic acid",6,"Sulfonate / sulfonic acid",400.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,1.09091683667825,0.0670590132191125
"27","m_020","m_065",0.072855339,2.064,0.001495371,2.127522503,8,17,"adult","egg","brain","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,0.1,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_28","S_002","se_003","pfas_004","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFHxS","Perfluorohexane sulfonate / Perfluorohexane sulfonic acid",6,"Sulfonate / sulfonic acid",400.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,3.32453381731538,0.0670590132191125
"28","m_035","m_065",0.131955339,2.064,0.042703013,2.127522503,8,17,"adult","egg","muscle","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,0.1,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_29","S_002","se_003","pfas_004","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFHxS","Perfluorohexane sulfonate / Perfluorohexane sulfonic acid",6,"Sulfonate / sulfonic acid",400.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,2.73054611042132,0.0670590132191125
"29","m_050","m_065",0.206355339,2.064,0.094578623,2.127522503,8,17,"adult","egg","adipose","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,0.1,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_30","S_002","se_003","pfas_004","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFHxS","Perfluorohexane sulfonate / Perfluorohexane sulfonic acid",6,"Sulfonate / sulfonic acid",400.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,2.28341000546865,0.0670590132191125
"30","m_095","m_065",2.291,2.064,2.542755985,2.127522503,8,17,"adult","egg","plasma","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_31","S_002","se_003","pfas_004","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFHxS","Perfluorohexane sulfonate / Perfluorohexane sulfonic acid",6,"Sulfonate / sulfonic acid",400.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-0.123734047605095,0.0670590132191125
