"","measurement_ID_A","measurement_ID_P","mean_A","mean_P","sd_A","sd_P","n_A","n_P","life_stage_A","life_stage_P","sample_type_A","sample_type_P","sampling_location_A","sampling_location_P","limit_type_A","limit_type_P","LOD_A","LOD_P","LOQ_A","LOQ_P","sampling_year_A","sampling_year_P","sampling_month_A","sampling_month_P","developmental_stage_A","developmental_stage_P","breeding_stage","laying_order","nest","body_weight_mean","body_weight_sd","egg_weight_mean","egg_weight_sd","data_pooled","es_ID","study_ID","species_ID","pfas_ID","study_title","author_year","year_publication","article_digital_object_identifier","journal","coi_statement","funding_statement","raw_data","analysis_code","species_common_name","species_scientific_name","taxonomic_order","seabird","main_food_type","diet","clutch_size","pfas_type_acronym","pfas_type_full_name","carbon_chain_length","functional_group","molecular_weight","Phylogeny","b_CV2_1","b_CV2_2","N_tilde","ess.se","lnRR","var_lnRR"
"60","m_117","m_072",0.0553,4.488,0.095035151,0.72566659,8,17,"adult","egg","RBC","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_66","S_002","se_003","pfas_008","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFNA","Perfluorononanoate / Perfluorononanoic acid",9,"Carboxylate / carboxylic acid",464.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,4.37699804692119,0.0670590132191125
"61","m_012","m_087",1.2376,0.035355339,0.661851947,NA,8,17,"adult","egg","liver","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_67","S_002","se_003","pfas_008","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFNA","Perfluorononanoate / Perfluorononanoic acid",9,"Carboxylate / carboxylic acid",464.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-3.57487137754177,0.0670590132191125
"62","m_042","m_087",0.04897767,0.035355339,0.009498208,NA,8,17,"adult","egg","muscle","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,0.05,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_69","S_002","se_003","pfas_008","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFNA","Perfluorononanoate / Perfluorononanoic acid",9,"Carboxylate / carboxylic acid",464.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-0.345306558238511,0.0670590132191125
"63","m_057","m_087",0.05247767,0.035355339,0.011938593,NA,8,17,"adult","egg","adipose","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,0.05,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_70","S_002","se_003","pfas_008","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFNA","Perfluorononanoate / Perfluorononanoic acid",9,"Carboxylate / carboxylic acid",464.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-0.414329824067277,0.0670590132191125
"64","m_102","m_087",1.364,0.035355339,0.448022857,NA,8,17,"adult","egg","plasma","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_71","S_002","se_003","pfas_008","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFNA","Perfluorononanoate / Perfluorononanoic acid",9,"Carboxylate / carboxylic acid",464.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-3.67211891668632,0.0670590132191125
"65","m_117","m_087",0.0553,0.035355339,0.095035151,NA,8,17,"adult","egg","RBC","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_72","S_002","se_003","pfas_008","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFNA","Perfluorononanoate / Perfluorononanoic acid",9,"Carboxylate / carboxylic acid",464.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-0.466714986811201,0.0670590132191125
"66","m_013","m_073",1.4768,9.856,0.397111168,3.628332951,8,17,"adult","egg","liver","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_73","S_002","se_003","pfas_009","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFDA","Perfluorodecanoate / Perfluorodecanoic acid       ",10,"Carboxylate / carboxylic acid",514.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,1.87881133027166,0.0670590132191125
"67","m_028","m_073",0.308,9.856,0.18667619,3.628332951,8,17,"adult","egg","brain","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_74","S_002","se_003","pfas_009","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFDA","Perfluorodecanoate / Perfluorodecanoic acid       ",10,"Carboxylate / carboxylic acid",514.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,3.44634441104667,0.0670590132191125
"68","m_043","m_073",0.05867767,9.856,0.016261561,3.628332951,8,17,"adult","egg","muscle","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,0.05,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_75","S_002","se_003","pfas_009","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFDA","Perfluorodecanoate / Perfluorodecanoic acid       ",10,"Carboxylate / carboxylic acid",514.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,5.10438494841861,0.0670590132191125
"69","m_058","m_073",0.035355339,9.856,NA,3.628332951,8,17,"adult","egg","adipose","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","LOQ",NA,NA,NA,0.05,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_76","S_002","se_003","pfas_009","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFDA","Perfluorodecanoate / Perfluorodecanoic acid       ",10,"Carboxylate / carboxylic acid",514.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,5.61099478055011,0.0670590132191125
"70","m_103","m_073",1.1,9.856,0.57247365,3.628332951,8,17,"adult","egg","plasma","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_77","S_002","se_003","pfas_009","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFDA","Perfluorodecanoate / Perfluorodecanoic acid       ",10,"Carboxylate / carboxylic acid",514.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,2.17337873523379,0.0670590132191125
"71","m_118","m_073",0.07857767,9.856,0.030136892,3.628332951,8,17,"adult","egg","RBC","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,0.05,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_78","S_002","se_003","pfas_009","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFDA","Perfluorodecanoate / Perfluorodecanoic acid       ",10,"Carboxylate / carboxylic acid",514.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,4.81235663164031,0.0670590132191125
"72","m_013","m_088",1.4768,0.035355339,0.397111168,NA,8,17,"adult","egg","liver","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_79","S_002","se_003","pfas_009","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFDA","Perfluorodecanoate / Perfluorodecanoic acid       ",10,"Carboxylate / carboxylic acid",514.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-3.7515749420315,0.0670590132191125
"73","m_028","m_088",0.308,0.035355339,0.18667619,NA,8,17,"adult","egg","brain","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_80","S_002","se_003","pfas_009","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFDA","Perfluorodecanoate / Perfluorodecanoic acid       ",10,"Carboxylate / carboxylic acid",514.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-2.18404186125649,0.0670590132191125
"74","m_043","m_088",0.05867767,0.035355339,0.016261561,NA,8,17,"adult","egg","muscle","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,0.05,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_81","S_002","se_003","pfas_009","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFDA","Perfluorodecanoate / Perfluorodecanoic acid       ",10,"Carboxylate / carboxylic acid",514.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-0.526001323884554,0.0670590132191125
"75","m_103","m_088",1.1,0.035355339,0.57247365,NA,8,17,"adult","egg","plasma","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_83","S_002","se_003","pfas_009","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFDA","Perfluorodecanoate / Perfluorodecanoic acid       ",10,"Carboxylate / carboxylic acid",514.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-3.45700753706937,0.0670590132191125
"76","m_118","m_088",0.07857767,0.035355339,0.030136892,NA,8,17,"adult","egg","RBC","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,0.05,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_84","S_002","se_003","pfas_009","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFDA","Perfluorodecanoate / Perfluorodecanoic acid       ",10,"Carboxylate / carboxylic acid",514.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-0.81802964066285,0.0670590132191125
"77","m_014","m_074",1.2428,11.704,0.352987705,2.90266636,8,17,"adult","egg","liver","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_85","S_002","se_003","pfas_010","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFUnDA","Perfluoroundecanoate / Perfluoroundecanoic acid",11,"Carboxylate / carboxylic acid",564.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,2.22317227342801,0.0670590132191125
"78","m_029","m_074",0.814,11.704,0.497803174,2.90266636,8,17,"adult","egg","brain","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_86","S_002","se_003","pfas_010","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFUnDA","Perfluoroundecanoate / Perfluoroundecanoic acid",11,"Carboxylate / carboxylic acid",564.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,2.64633408494437,0.0670590132191125
"79","m_044","m_074",0.10827767,11.704,0.050845301,2.90266636,8,17,"adult","egg","muscle","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,0.05,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_87","S_002","se_003","pfas_010","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFUnDA","Perfluoroundecanoate / Perfluoroundecanoic acid",11,"Carboxylate / carboxylic acid",564.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,4.66359550471825,0.0670590132191125
"80","m_059","m_074",0.16767767,11.704,0.092262119,2.90266636,8,17,"adult","egg","adipose","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,0.05,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_88","S_002","se_003","pfas_010","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFUnDA","Perfluoroundecanoate / Perfluoroundecanoic acid",11,"Carboxylate / carboxylic acid",564.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,4.22625094542604,0.0670590132191125
"81","m_104","m_074",1.4168,11.704,0.622253967,2.90266636,8,17,"adult","egg","plasma","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_89","S_002","se_003","pfas_010","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFUnDA","Perfluoroundecanoate / Perfluoroundecanoic acid",11,"Carboxylate / carboxylic acid",564.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,2.09213836447828,0.0670590132191125
"82","m_119","m_074",0.2583,11.704,0.17621101,2.90266636,8,17,"adult","egg","RBC","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,NA,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_90","S_002","se_003","pfas_010","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFUnDA","Perfluoroundecanoate / Perfluoroundecanoic acid",11,"Carboxylate / carboxylic acid",564.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,3.79417275084511,0.0670590132191125
"83","m_014","m_089",1.2428,0.035355339,0.352987705,NA,8,17,"adult","egg","liver","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_91","S_002","se_003","pfas_010","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFUnDA","Perfluoroundecanoate / Perfluoroundecanoic acid",11,"Carboxylate / carboxylic acid",564.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-3.5790642558018,0.0670590132191125
"84","m_029","m_089",0.814,0.035355339,0.497803174,NA,8,17,"adult","egg","brain","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_92","S_002","se_003","pfas_010","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFUnDA","Perfluoroundecanoate / Perfluoroundecanoic acid",11,"Carboxylate / carboxylic acid",564.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-3.15590244428545,0.0670590132191125
"85","m_044","m_089",0.10827767,0.035355339,0.050845301,NA,8,17,"adult","egg","muscle","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,0.05,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_93","S_002","se_003","pfas_010","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFUnDA","Perfluoroundecanoate / Perfluoroundecanoic acid",11,"Carboxylate / carboxylic acid",564.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-1.13864102451157,0.0670590132191125
"86","m_059","m_089",0.16767767,0.035355339,0.092262119,NA,8,17,"adult","egg","adipose","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,0.05,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_94","S_002","se_003","pfas_010","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFUnDA","Perfluoroundecanoate / Perfluoroundecanoic acid",11,"Carboxylate / carboxylic acid",564.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-1.57598558380378,0.0670590132191125
"87","m_104","m_089",1.4168,0.035355339,0.622253967,NA,8,17,"adult","egg","plasma","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_95","S_002","se_003","pfas_010","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFUnDA","Perfluoroundecanoate / Perfluoroundecanoic acid",11,"Carboxylate / carboxylic acid",564.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-3.71009816475153,0.0670590132191125
"88","m_119","m_089",0.2583,0.035355339,0.17621101,NA,8,17,"adult","egg","RBC","albumen","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,"LOQ",NA,NA,NA,0.05,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_96","S_002","se_003","pfas_010","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFUnDA","Perfluoroundecanoate / Perfluoroundecanoic acid",11,"Carboxylate / carboxylic acid",564.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,-2.00806377838471,0.0670590132191125
"89","m_015","m_075",0.04367767,15.048,0.005802768,2.539833065,8,17,"adult","egg","liver","yolk","Chantry Island, Lake Huron, Laurentian Great Lakes, North America","Chantry Island, Lake Huron, Laurentian Great Lakes, North America",NA,NA,NA,NA,0.05,NA,"2010","2010","April","April",NA,NA,"post-laying",NA,"Yes",946,15,82,2,"No","es_97","S_002","se_003","pfas_011","Comparative tissue and body compartment accumulation and maternal transfer to eggs of perfluoroalkyl sulfonates and carboxylates in Great Lakes herring gulls","Gebbink_2012",2012,"10.1016/j.envpol.2011.10.011","Environmental pollution","No","Yes","No","No","Herring gull","Larus argentatus","Charadriiformes","Yes","Animal material","Omnivorous",3,"PFDoDA","Perfluorododecanoate / Perfluorododecanoic acid",12,"Carboxylate / carboxylic acid",614.1,"Larus_argentatus",0.423367986900876,0.24034625256055,5.44,2.33238075793812,5.82277189170477,0.0670590132191125
